           G                          U                         S
  -104.22122092983260        3.7170977293721452        128.61762378093908     
  -98.209436135144244        3.7170977293721452        148.80512525255827     
  -95.404971192232125        3.7170977232417828        151.21947971952784     
  -91.085632795524290        3.7170977293721452        172.72677170423543     
  -95.673705556842719        3.7170977293721452        157.32007822065523     
  -101.21892242014232        3.7170977293721452        138.69930628497065     
  -91.399312034009270        3.7170977232417828        164.67043528647955     
  -100.14408005779639        3.7170977293721452        142.30861408833522     
