           G                          U                         S
  -104.22122092983260        3.7170977293721452        120.30196893281510     
  -98.209436135144244        3.7170977293721452        140.48947040443429     
  -95.404971192232125        3.7170977232417828        142.90382487140386     
  -91.085632795524290        3.7170977293721452        164.41111685611145     
  -95.673705556842719        3.7170977293721452        149.00442337253125     
  -101.21892242014232        3.7170977293721452        130.38365143684666     
  -91.399312034009270        3.7170977232417828        156.35478043835556     
  -100.14408005779639        3.7170977293721452        133.99295924021123     
