          G                          U                         S
-0.293139805233156 3.7170977626499995 117.82391539012373
-0.35412577729436634 3.7170977626499995 138.0114169008423
-0.3651625763392734 3.7170977626499995 141.6648045547922
-0.4263925158386161 3.7170977626499995 161.93306386700846
-0.3798492540387637 3.7170977626499995 146.52637055472934
-0.32359633427634843 3.7170977626499995 127.90559819832079
-0.4057976012408839 3.7170977626499995 155.11576055113198
-0.3344999709168318 3.7170977626499995 131.5149065968351
